Provinsi,NamaKab/Kota,Bebas Sewa,Kontrak/Sewa,Milik Sendiri,Listrik PLN,Listrik non-PLN,Tidak ada listrik,Air Kemasan,Air Ledeng,Sumber Terlindung,Sumber Tidak Terlindung,Jamban Bersama/Umum,Jamban Sendiri,Tidak Ada Jamban,Bekerja,Tidak Bekerja,Jumlah Anak yang Bersekolah,Jumlah Anak yang Tidak Bersekolah
SULAWESI TENGAH,POSO,2646,164,21170,21768,631,1838,893,2973,13136,7235,3784,15265,5188,43355,46144,22938,4115
SULAWESI TENGAH,SIGI,1872,85,19814,14602,2227,5254,69,158,12863,8993,3159,4605,14319,39430,44432,21155,7063
SULAWESI TENGAH,TOJO UNA-UNA,1015,30,13224,7069,3077,4207,73,1896,8961,3423,1795,3140,9418,23640,34466,16333,4898
SULAWESI TENGAH,TOLI-TOLI,1487,150,17467,14158,1454,3637,302,2566,7214,9167,2227,3948,13074,24971,48969,19500,6916
SULAWESI TENGGARA,BOMBANA,862,25,15620,10048,2876,3640,637,1167,10578,4182,1462,5778,9323,25985,35224,16295,4721
SULAWESI TENGGARA,BUTON,859,34,9509,7230,927,2309,109,1309,6818,2230,1866,3758,4842,16720,27177,13893,3103
SULAWESI TENGGARA,BUTON SELATAN,907,49,8572,5953,1036,2589,27,465,5237,3848,1797,4194,3586,14325,28288,14576,2525
SULAWESI TENGGARA,BUTON TENGAH,1571,35,11254,10606,849,1509,157,6672,4130,2005,1455,6171,5338,16236,32416,15392,3239
SULAWESI TENGGARA,BUTON UTARA,223,4,6606,2642,848,3376,172,682,3831,2181,1117,2499,3250,11192,14810,8467,1368
SULAWESI TENGGARA,KOLAKA,924,151,11940,9394,1217,2487,599,1039,7747,3712,1044,6034,6019,20450,31586,15203,3839
SULAWESI TENGGARA,KOLAKA TIMUR,479,17,9314,4827,1336,3670,83,619,5909,3222,976,4339,4518,18566,17135,9577,2243
SULAWESI TENGGARA,KOLAKA UTARA,1573,170,14871,10951,2247,3448,510,4007,7306,4823,1015,8394,7237,33780,30236,16714,4308
SULAWESI TENGGARA,KONAWE,1360,47,19402,16401,1416,3050,428,776,11170,8493,3433,10495,6939,33255,48537,22710,5648
SULAWESI TENGGARA,KONAWE KEPULAUAN,200,4,5177,2860,1022,1518,4,163,4053,1180,420,1895,3085,9592,11068,6065,1194
SULAWESI TENGGARA,KONAWE SELATAN,699,31,22498,19298,981,2999,103,268,15404,7503,1947,11990,9341,36825,51847,26001,6260
SULAWESI TENGGARA,KONAWE UTARA,195,2,5147,3184,1105,1065,72,48,3564,1670,479,2137,2738,9686,13855,7539,1539
SULAWESI TENGGARA,KOTA BAUBAU,3088,555,8796,12206,62,326,515,5891,5557,631,5331,6244,1019,17108,33084,15426,2611
SULAWESI TENGGARA,KOTA KENDARI,2531,1302,13543,17117,22,350,1545,2373,11635,1936,3628,11287,2574,23730,49717,21763,3794
SULAWESI TENGGARA,MUNA,1744,109,23439,19744,1402,4301,156,2808,14944,7539,5861,7999,11587,40817,54850,30504,5643
SULAWESI TENGGARA,MUNA BARAT,553,18,10988,8095,1272,2238,25,172,8401,3007,1513,3694,6398,21135,22081,12707,2802
SULAWESI TENGGARA,WAKATOBI,392,4,6558,5049,1019,945,108,1531,3611,1763,511,4274,2228,12946,18090,9901,1889
SULAWESI UTARA,BOLAANG MONGONDOW,3207,164,22261,25182,216,394,1365,1640,12244,10543,3256,8943,13593,34620,61177,23970,5738
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,487,16,4593,4829,71,234,226,302,2986,1620,803,773,3558,6462,14801,6593,1403
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,489,44,4432,4747,118,167,274,831,2574,1353,725,1351,2956,7036,11892,4680,1118
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,559,17,6503,6648,224,222,362,72,3233,3427,2194,1490,3410,8534,17531,7415,1322
SULAWESI UTARA,KEPULAUAN SANGIHE,782,22,8798,7465,571,1623,27,1041,5245,3346,1715,4007,3937,15382,23118,8172,2510
SULAWESI UTARA,KEPULAUAN TALAUD,442,5,6755,6781,165,262,63,508,4227,2410,1701,4224,1283,14915,16047,8572,1398
SULAWESI UTARA,KOTA BITUNG,2184,521,10052,11712,1018,355,3293,2257,6353,1182,2867,9146,1072,15359,33112,12228,2693
SULAWESI UTARA,KOTA MANADO,5099,1479,11499,18752,342,217,9364,1588,5635,2724,6355,11330,1626,21813,48948,18293,3874
SULAWESI UTARA,KOTA TOMOHON,2810,119,4732,7631,5,38,967,1064,4374,1269,2926,4701,47,10116,17485,6557,1041
SULAWESI UTARA,KOTAMOBAGU,1030,194,6403,7581,95,31,1298,1511,3342,1556,955,3426,3326,11252,19505,7584,1571
SULAWESI UTARA,MINAHASA,7479,493,11963,19899,269,367,1430,1662,12921,4522,7482,11397,1656,26798,54508,21120,3817
SULAWESI UTARA,MINAHASA SELATAN,5764,313,18478,24605,102,335,1897,848,16917,5380,6835,14907,3300,32112,58755,23334,4075
SULAWESI UTARA,MINAHASA TENGGARA,1383,181,7876,9282,59,161,1593,737,5015,2157,2293,5226,1983,12602,20998,8976,1783
SULAWESI UTARA,MINAHASA UTARA,3807,429,11806,15565,295,546,2318,1190,9313,3585,2261,9929,4216,21586,41721,15912,3577
SULAWESI UTARA,SIAU TAGULANDANG BIARO,284,1,2548,2433,286,127,24,120,1372,1330,579,1659,608,3559,6383,2360,539
SUMATERA BARAT,AGAM,5442,665,14104,18811,659,1978,1320,681,11087,8360,4940,8896,7612,32599,52616,26543,4772
SUMATERA BARAT,DHARMASRAYA,642,102,6221,6506,180,359,559,247,2239,4000,881,3766,2398,10652,15890,7112,2210
SUMATERA BARAT,KEPULAUAN MENTAWAI,187,33,7752,783,1252,6013,31,22,1626,6369,689,2594,4764,17133,18825,11204,4209
SUMATERA BARAT,KOTA BUKITTINGGI,955,1749,1152,3834,5,42,1853,702,1033,293,827,2979,75,5941,9378,4764,731
SUMATERA BARAT,KOTA PADANG,10097,6865,25361,42352,169,584,11318,7242,19476,5069,7905,25768,9432,56521,125683,53177,8711
SUMATERA BARAT,KOTA PADANG PANJANG,556,373,1145,2048,0,45,520,603,771,199,746,1219,128,3260,4357,2336,438
SUMATERA BARAT,KOTA PARIAMAN,1296,184,3026,4416,2,96,1066,166,2755,527,782,3026,706,6920,12619,6429,796
SUMATERA BARAT,KOTA PAYAKUMBUH,1091,888,4417,6261,25,146,2161,2581,1250,440,1685,4094,653,11027,15432,8013,1124
SUMATERA BARAT,KOTA SAWAH LUNTO,332,57,1173,1370,13,201,185,191,989,219,249,975,360,2595,3313,1610,344
SUMATERA BARAT,KOTA SOLOK,390,440,1606,2382,1,71,962,1120,165,207,437,1342,675,3743,6479,3333,521
SUMATERA BARAT,LIMA PULUH KOTA,4682,474,25923,28906,448,2795,2705,912,12211,16321,9802,8143,14203,49116,63035,30540,5967
SUMATERA BARAT,PADANG PARIAMAN,4919,493,22421,25277,431,2785,1956,1183,13694,11660,3980,9722,14791,34123,82359,36901,6299
SUMATERA BARAT,PASAMAN,5387,1669,17952,18425,2334,4728,621,2470,7125,15270,7263,1856,16368,43972,57875,30968,7194
SUMATERA BARAT,PASAMAN BARAT,4883,1517,33195,35803,1757,2471,5488,1824,13139,19580,4473,10770,24788,59045,89284,42602,9398
SUMATERA BARAT,PESISIR SELATAN,6350,579,30268,33851,1122,3028,5537,2987,15346,14131,2296,12534,23171,50471,113797,49455,8151
SUMATERA BARAT,SIJUNJUNG,1074,96,10599,9890,287,1838,1231,1184,3071,6529,780,3125,8109,16427,29214,12903,3355
SUMATERA BARAT,SOLOK,5206,705,22971,24394,1899,3753,1623,2894,12400,13129,7497,5805,16744,53422,70255,37100,7767
SUMATERA BARAT,SOLOK SELATAN,1458,116,7542,7366,1110,857,186,1765,2290,5092,225,1772,7336,15592,25237,12856,2393
SUMATERA BARAT,TANAH DATAR,5309,431,13314,18114,251,1616,756,1644,11529,6052,6260,5695,8026,30990,46690,24023,4143
SUMATERA SELATAN,BANYU ASIN,5938,1934,73883,70146,6276,6133,11175,4651,8267,58461,17008,55508,10035,129623,171673,66342,23949
SUMATERA SELATAN,EMPAT LAWANG,3577,706,17671,19635,208,2528,214,132,4184,17841,791,4879,16700,39627,38995,18994,4520
SUMATERA SELATAN,KOTA LUBUKLINGGAU,2171,1907,7669,11490,103,271,297,1156,7600,2811,2090,7572,2202,16652,28538,11296,2902
SUMATERA SELATAN,KOTA PAGAR ALAM,1489,934,6813,9121,65,224,22,332,6818,2238,3788,3078,2544,18239,15431,8020,1752
SUMATERA SELATAN,KOTA PALEMBANG,23628,18522,47052,87642,1878,820,12357,58186,6685,13112,20780,63132,6428,115645,240414,89135,18368
SUMATERA SELATAN,KOTA PRABUMULIH,1793,1368,7648,10514,38,299,553,325,7050,2922,2054,6205,2591,17553,20868,9807,2192
SUMATERA SELATAN,LAHAT,6845,1300,29226,35392,509,1771,482,1204,19293,16693,10576,10889,16207,65564,67858,34270,6273
SUMATERA SELATAN,MUARA ENIM,7183,1687,44984,50221,2509,2972,1261,4058,29831,20552,10576,25090,20036,96577,102666,49443,12699
SUMATERA SELATAN,MUSI BANYUASIN,6687,1939,45283,34243,15775,4726,3342,5966,14083,31353,17004,31918,5822,89103,95974,42462,11011
SUMATERA SELATAN,MUSI RAWAS,4639,664,37268,38394,721,3808,699,890,20310,21024,6770,25395,10757,70471,69503,30363,8824
SUMATERA SELATAN,MUSI RAWAS UTARA,3112,605,14410,11274,3172,3844,396,344,6127,11423,3812,5450,9028,29465,30839,14186,4033
SUMATERA SELATAN,OGAN ILIR,5328,830,39431,39529,1432,5206,5189,2079,14938,23961,17699,17269,11197,81548,81999,37194,11192
SUMATERA SELATAN,OGAN KOMERING ILIR,13738,1085,56904,56595,7313,8416,7530,1003,33454,30337,27202,34269,10853,117804,132801,55140,19446
SUMATERA SELATAN,OGAN KOMERING ULU,5574,1625,17430,22304,404,2216,913,1744,9414,12853,2561,10490,11873,39040,47379,19776,5553
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,5059,1539,34787,22453,8013,11285,198,1485,14886,25182,3535,15724,22492,83287,62013,35161,8123
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,4050,406,29459,32604,518,1104,144,266,21932,11884,6763,22389,5074,54121,68028,29835,7788
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1676,318,15683,16503,431,834,778,906,9427,6657,1723,8559,7486,33693,31299,17089,5273
SUMATERA UTARA,ASAHAN,5741,2373,24967,31294,856,1481,8679,2902,18077,3973,2473,27196,3962,43675,87937,39778,9396
SUMATERA UTARA,BATU BARA,7364,2338,33155,41133,774,1185,3199,6645,30853,2395,4164,34141,4787,50450,109973,44944,10061
SUMATERA UTARA,DAIRI,2591,2221,12293,14786,261,2274,36,1325,7531,8429,1045,11156,5120,45191,27018,28783,3008
SUMATERA UTARA,DELI SERDANG,27209,10489,70349,106752,1460,1962,24088,3362,61819,20905,14359,87227,8587,119509,251104,91900,18742
SUMATERA UTARA,HUMBANG HASUNDUTAN,3004,272,9714,11887,122,1159,9,311,5259,7589,749,5302,7117,35675,15365,21356,1520
SUMATERA UTARA,KARO,4566,9685,7919,22901,251,1038,344,4630,15674,3542,7296,9572,7322,51815,41515,31082,4757
SUMATERA UTARA,KOTA BINJAI,3764,2023,9965,15725,38,96,5437,517,8486,1419,2401,12822,636,21599,35878,14611,2723
SUMATERA UTARA,KOTA GUNUNGSITOLI,2284,355,11072,11460,124,2456,202,659,3568,9611,1876,6202,5962,26444,34538,20098,3136
SUMATERA UTARA,KOTA MEDAN,27266,29251,52119,109408,470,271,46641,30607,31593,1307,13322,95744,1083,152117,280817,119837,19777
SUMATERA UTARA,KOTA PADANGSIDIMPUAN,1986,3527,4946,9978,45,438,1059,810,1743,6849,2894,3645,3922,17436,24402,13877,2040
SUMATERA UTARA,KOTA PEMATANG SIANTAR,4511,5599,7499,17568,62,132,1179,13207,3088,288,1383,15093,1285,25972,40464,18941,2505
SUMATERA UTARA,KOTA SIBOLGA,1346,2274,1782,5369,1,38,646,3408,825,529,805,4225,378,8117,15082,8089,1012
SUMATERA UTARA,KOTA TANJUNG BALAI,2678,3170,8377,14056,37,207,6469,5736,701,1394,1823,10556,1921,20679,41374,18320,4255
SUMATERA UTARA,KOTA TEBING TINGGI,2576,2467,5407,10671,8,35,2709,1255,6436,314,1861,8544,309,14565,25843,10565,2545
SUMATERA UTARA,LABUHAN BATU,3022,2180,17615,20029,1037,2178,1933,303,5193,15815,2032,18439,2773,27278,63284,26968,6401
SUMATERA UTARA,LABUHAN BATU SELATAN,1904,868,5880,7891,595,570,1032,65,2630,5329,1648,5768,1640,13978,23985,12074,3036
SUMATERA UTARA,LABUHAN BATU UTARA,3127,903,14956,16344,1171,1947,1521,475,8069,9397,1750,13548,4163,24181,52505,23945,5470
SUMATERA UTARA,LANGKAT,23500,5086,66126,93166,1335,2435,9747,5079,53597,28513,13324,71198,12414,114457,229181,90382,20748
SUMATERA UTARA,MANDAILING NATAL,4566,4370,22522,21846,1498,8218,398,128,15519,15517,11781,3247,16534,48744,76427,42606,9126
SUMATERA UTARA,NIAS,2131,192,18425,7271,584,13148,51,96,1772,19084,1256,9153,10592,54699,41536,30780,9035
SUMATERA UTARA,NIAS BARAT,1943,59,11686,7881,383,5531,34,24,1797,11940,2022,2788,8985,33924,27421,20486,3522
SUMATERA UTARA,NIAS SELATAN,3364,243,39853,13059,1154,29865,215,207,6475,37181,5675,4697,33706,112085,76578,57557,18699
SUMATERA UTARA,NIAS UTARA,2750,88,19778,10533,368,12145,106,231,2039,20670,1986,6507,14553,46929,50943,33298,6292
SUMATERA UTARA,PADANG LAWAS,2650,892,13139,13351,183,3271,148,0,9294,7363,1008,2123,13674,33474,39485,26590,5373
SUMATERA UTARA,PADANG LAWAS UTARA,1912,395,8824,7892,471,2854,107,20,3545,7545,1690,1692,7835,22564,26879,18449,3858
SUMATERA UTARA,PAKPAK BHARAT,227,19,2071,1812,206,318,2,36,976,1322,121,1151,1064,5947,5096,4743,589
SUMATERA UTARA,SAMOSIR,2679,292,3415,6136,238,363,12,178,1544,5003,322,2536,3879,21955,9856,14550,1158
SUMATERA UTARA,SERDANG BEDAGAI,6985,1836,26877,34962,224,876,3002,606,28005,4449,4739,25694,5629,47095,91312,40299,8378
SUMATERA UTARA,SIMALUNGUN,9621,3030,28873,40375,417,1818,490,8541,27102,6477,2838,26606,13166,67939,84736,47650,7579
SUMATERA UTARA,TAPANULI SELATAN,3384,2650,13625,15034,1203,3837,106,340,8012,11616,12132,2112,5830,35756,35060,22869,4407
SUMATERA UTARA,TAPANULI TENGAH,5383,3192,20690,25424,889,3374,684,2011,9814,17178,2025,6375,21287,54921,65013,42936,7600
SUMATERA UTARA,TAPANULI UTARA,5561,1523,17502,23512,549,1977,4,1431,15413,9190,2966,12302,10770,63399,37950,38143,3235
SUMATERA UTARA,TOBA SAMOSIR,2778,787,4693,7427,164,835,84,240,5378,2724,576,3310,4540,22110,15123,15638,1371
